2:05:35,Passenger Arrival,1,
2:05:35,Button Pressed,20I15D2U,
2:05:35,Lift Departure,L2,15
2:05:40,Passenger Arrival,1,
2:05:49,Passenger Arrival,1,
2:06:04,Lift Stopped,L2,2
2:06:04,Passenger Arrival,2,
2:06:38,Enter Lift,L2,5
2:07:44,Passenger Arrival,1,
2:07:44,Button Pressed,14D4U3D,
2:07:57,Enter Lift,L1,1
2:08:06,Passenger Arrival,2,
2:08:06,Button Pressed,4D18U1I,
2:08:06,Lift Departure,L3,4
2:08:17,Passenger Arrival,8,
2:08:36,Lift Stopped,L3,1
2:08:37,Passenger Arrival,2,
2:09:15,Enter Lift,L3,0
2:09:40,Passenger Arrival,2,
2:09:40,Button Pressed,5I12U6D,
2:09:40,Lift Departure,L1,6
2:09:54,Passenger Arrival,1,
2:09:57,Passenger Arrival,1,
2:10:11,Enter Lift,L1,0
2:10:41,Passenger Arrival,1,
2:10:41,Button Pressed,18U10D6I,
2:10:41,Lift Departure,L2,10
2:11:05,Passenger Arrival,1,
2:11:07,Enter Lift,L2,0
2:11:10,Passenger Arrival,1,
2:11:10,Button Pressed,21U4U14U,
2:11:22,Lift Departure,L3,22
2:11:29,Passenger Arrival,1,
2:11:51,Lift Stopped,L3,21
2:12:05,Passenger Arrival,1,
2:12:09,Lift Stopped,L3,17
2:12:14,Passenger Arrival,1,
2:12:30,Lift Stopped,L3,16
2:13:03,Lift Stopped,L3,5
2:13:21,Lift Stopped,L3,4
2:14:01,Enter Lift,L3,0
2:14:50,Passenger Arrival,1,
2:14:50,Button Pressed,16U20DG,
2:14:50,Lift Departure,L1,G
2:14:57,Passenger Arrival,1,
2:15:06,Enter Lift,L1,0
2:16:06,Passenger Arrival,7,
2:16:06,Button Pressed,17UG2U,
2:16:06,Lift Departure,L2,G
2:16:06,Enter Lift,L2,0
2:17:39,Passenger Arrival,1,
2:17:39,Button Pressed,G21U18D,
2:17:39,Lift Departure,L3,G
2:17:39,Enter Lift,L3,0
2:17:54,Passenger Arrival,1,
2:17:54,Button Pressed,2U16U5D,
2:17:54,Lift Departure,L1,5
2:18:10,Passenger Arrival,1,
2:18:29,Enter Lift,L1,0
2:18:55,Passenger Arrival,2,
2:18:55,Button Pressed,20D22U3U,
2:18:55,Lift Departure,L3,20
2:18:58,Passenger Arrival,2,
2:19:03,Passenger Arrival,1,
2:19:37,Enter Lift,L3,0
2:20:38,Passenger Arrival,1,
2:20:38,Button Pressed,12U10D17U,
2:20:38,Lift Departure,L2,10
2:21:10,Enter Lift,L2,0
2:21:30,Passenger Arrival,1,
2:21:30,Button Pressed,23D2U2D,
2:21:30,Lift Departure,L1,2
2:21:34,Passenger Arrival,2,
2:21:51,Enter Lift,L1,0
2:22:17,Passenger Arrival,1,
2:22:17,Button Pressed,12D7I12U,
2:22:17,Lift Departure,L3,12
2:22:38,Passenger Arrival,2,
2:22:59,Lift Stopped,L3,10
2:23:34,Enter Lift,L3,0
2:24:47,Passenger Arrival,3,
2:24:47,Button Pressed,2U13DG,
2:24:47,Lift Departure,L1,G
2:24:47,Enter Lift,L1,0
2:26:31,Passenger Arrival,1,
2:26:31,Button Pressed,15DG13D,
2:26:31,Enter Lift,L2,1
2:27:12,Passenger Arrival,2,
2:27:12,Button Pressed,2D14U10D,
2:27:22,Enter Lift,L3,0
2:27:31,Passenger Arrival,4,
2:27:31,Button Pressed,1U20U1D,
2:27:31,Lift Departure,L1,1
2:27:46,Enter Lift,L1,0
2:29:05,Passenger Arrival,1,
2:29:05,Button Pressed,5I5D23U,
2:29:05,Lift Departure,L2,5
2:29:18,Passenger Arrival,2,
2:29:23,Lift Stopped,L2,2
2:29:38,Passenger Arrival,1,
2:29:41,Enter Lift,L2,0
2:30:53,Passenger Arrival,3,
2:30:53,Button Pressed,3U9UG,
2:30:53,Lift Departure,L1,G
2:31:00,Passenger Arrival,1,
2:31:07,Enter Lift,L1,0
2:32:16,Passenger Arrival,1,
2:32:16,Button Pressed,5D16U17U,
2:32:16,Lift Departure,L3,5
2:32:28,Lift Stopped,L3,1
2:32:35,Enter Lift,L3,0
2:32:49,Passenger Arrival,3,
2:32:49,Button Pressed,1U13D23I,
2:32:49,Lift Departure,L2,13
2:33:01,Passenger Arrival,2,
2:33:07,Lift Stopped,L2,8
2:33:36,Enter Lift,L2,0
2:34:33,Passenger Arrival,7,
2:34:33,Button Pressed,22D8U4D,
2:34:33,Lift Departure,L1,4
2:34:38,Passenger Arrival,5,
2:34:57,Passenger Arrival,2,
2:34:57,Enter Lift,L1,1
2:35:37,Passenger Arrival,4,
2:35:37,Button Pressed,2U17U4U,
2:35:48,Lift Departure,L3,7
2:36:12,Lift Stopped,L3,2
2:36:31,Passenger Arrival,1,
2:36:31,Enter Lift,L3,0
2:37:06,Passenger Arrival,3,
2:37:06,Button Pressed,1I18D19U,
2:37:06,Lift Departure,L2,18
2:37:30,Lift Stopped,L2,11
2:37:39,Passenger Arrival,3,
2:37:58,Lift Stopped,L2,6
2:38:10,Passenger Arrival,2,
2:38:18,Passenger Arrival,4,
2:38:22,Enter Lift,L2,0
2:38:53,Passenger Arrival,3,
2:38:53,Button Pressed,16U1I6D,
2:38:53,Lift Departure,L1,6
2:39:15,Lift Stopped,L1,2
2:39:21,Passenger Arrival,3,
2:39:33,Passenger Arrival,1,
2:39:33,Enter Lift,L1,0
2:39:56,Passenger Arrival,1,
2:39:56,Button Pressed,17D13U1I,
2:39:56,Lift Departure,L3,17
2:40:02,Passenger Arrival,1,
2:40:07,Lift Stopped,L3,16
2:40:36,Lift Stopped,L3,6
2:40:52,Lift Stopped,L3,4
2:41:25,Lift Stopped,L3,1
2:41:50,Passenger Arrival,1,
2:41:50,Enter Lift,L3,0
2:43:08,Passenger Arrival,2,
2:43:08,Button Pressed,16U1I12D,
2:43:08,Lift Departure,L1,12
2:43:26,Passenger Arrival,1,
2:43:30,Lift Stopped,L1,5
2:43:33,Passenger Arrival,2,
2:43:55,Passenger Arrival,1,
2:43:58,Passenger Arrival,2,
2:44:00,Enter Lift,L1,0
2:44:27,Passenger Arrival,3,
2:44:27,Button Pressed,11D7D3I,
2:44:27,Lift Departure,L2,7
2:44:32,Passenger Arrival,1,
2:44:35,Passenger Arrival,1,
2:44:56,Lift Stopped,L2,1
2:45:05,Passenger Arrival,1,
2:45:05,Enter Lift,L2,0
2:45:38,Passenger Arrival,1,
2:45:38,Button Pressed,4U5U16U,
2:45:50,Lift Departure,L3,6
2:46:20,Passenger Arrival,2,
2:46:20,Enter Lift,L3,0
2:46:33,Passenger Arrival,2,
2:46:33,Button Pressed,1U9U23U,
2:46:37,Passenger Arrival,1,
2:46:44,Lift Departure,L1,23
2:47:03,Lift Stopped,L1,22
2:47:11,Passenger Arrival,1,
2:47:23,Passenger Arrival,1,
2:47:30,Lift Stopped,L1,19
2:48:03,Lift Stopped,L1,5
2:49:09,Lift Stopped,L1,2
2:49:14,Passenger Arrival,2,
2:49:20,Passenger Arrival,1,
2:49:36,Enter Lift,L1,0
2:49:53,Passenger Arrival,6,
2:49:53,Button Pressed,7D1I6I,
2:49:53,Lift Departure,L3,7
2:50:33,Enter Lift,L3,0
2:50:56,Passenger Arrival,1,
2:50:56,Button Pressed,4I12U16D,
2:50:56,Lift Departure,L1,16
2:51:09,Passenger Arrival,1,
2:51:10,Lift Stopped,L1,13
2:51:30,Lift Stopped,L1,12
2:51:55,Passenger Arrival,1,
2:52:05,Passenger Arrival,1,
2:52:08,Passenger Arrival,1,
2:52:08,Enter Lift,L1,0
2:52:29,Passenger Arrival,1,
2:52:29,Button Pressed,20D14D3U,
